,"Voucher_x000D_
Date",Branch,Sett#,"Entry_x000D_
Details","Amount_x000D_
Debit","Amount_x000D_
Credit","Running_x000D_
Balance",DrCr,column_8
902,,,,,,,,, 
903,08-Jan-2024,HO  ,24690M,Obligation For: 2324690M [Equities] Trade Date,155384.13,0.0,3325829.5700000003,Cr,
904,,,,05/01/24,,,,,
905,,,,,,,,, 
906,09-Jan-2024,    ,24001F,NSE-F&O Obligation for 09/01/24,0.0,8667.4,3334496.97,Cr,
907,,,,,,,,, 
908,10-Jan-2024,    ,24001F,NSE-F&O Obligation for 10/01/24,38263.9200000006,0.0,3296233.05,Cr,
909,,,,,,,,, 
910,11-Jan-2024,    ,24001F,NSE-F&O Obligation for 11/01/24,0.0,42944.84,3339177.8899999997,Cr,
911,,,,,,,,, 
912,12-Jan-2024,    ,24001F,NSE-F&O Obligation for 12/01/24,0.0,18413.3,3357591.1899999995,Cr,
913,,,,,,,,, 
914,12-Jan-2024,HO  ,24694M,Obligation For: 2324694M [Equities] Trade Date,0.0,225370.92,3582962.1099999994,Cr,
915,,,,11/01/24,,,,,
916,,,,,,,,, 
917,15-Jan-2024,    ,24001F,NSE-F&O Obligation for 15/01/24,14247.57,0.0,3568714.5399999996,Cr,
918,,,,,,,,, 
919,15-Jan-2024,HO  ,24695M,Obligation For: 2324695M [Equities] Trade Date,1452066.8,0.0,2116647.7399999993,Cr,
920,,,,12/01/24,,,,,
921,,,,,,,,, 
922,16-Jan-2024,    ,24001F,NSE-F&O Obligation for 16/01/24,0.0,18522.78,2135170.519999999,Cr,
923,,,,,,,,, 
924,16-Jan-2024,HO  ,24696M,Obligation For: 2324696M [Equities] Trade Date,0.0,149546.01,2284716.5299999993,Cr,
925,,,,15/01/24,,,,,
926,,,,,,,,, 
927,17-Jan-2024,    ,24001F,NSE-F&O Obligation for 17/01/24,0.0,59763.0,2344479.5299999993,Cr,
928,,,,,,,,, 
929,18-Jan-2024,    ,24001F,NSE-F&O Obligation for 18/01/24,0.0,156813.68,2501293.2099999995,Cr,
930,,,,,,,,, 
931,18-Jan-2024,HO  ,24698M,Obligation For: 2324698M [Equities] Trade Date,0.0,433894.2,2935187.4099999997,Cr,
932,,,,17/01/24,,,,,
933,,,,,,,,, 
934,18-Jan-2024,HO  ,24698V,Obligation For: 2324698V [Equities] Trade Date,0.0,689.96,2935877.3699999996,Cr,
935,,,,17/01/24,,,,,
936,,,,,,,,, 
937,19-Jan-2024,    ,24001F,NSE-F&O Obligation for 19/01/24,0.0,71406.76,3007284.1299999994,Cr,
938,,,,,,,,, 
939,23-Jan-2024,    ,24001F,NSE-F&O Obligation for 20/01/24,0.0,62778.63,3070062.7599999993,Cr,
940,,,,,,,,, 
941,25-Jan-2024,    ,24001F,NSE-F&O Obligation for 25/01/24,0.0,13411.02,3083473.7799999993,Cr,
942,,,,,,,,, 
943,29-Jan-2024,    ,24002F,NSE-F&O Obligation for 29/01/24,0.0,79158.7,3162632.4799999995,Cr,
944,,,,,,,,, 
945,29-Jan-2024,HO  ,24704M,Obligation For: 2324704M [Equities] Trade Date,142328.22,0.0,3020304.2599999993,Cr,
946,,,,25/01/24,,,,,
947,,,,,,,,, 
948,30-Jan-2024,    ,24002F,NSE-F&O Obligation for 30/01/24,0.0,47367.98,3067672.2399999993,Cr,
949,,,,,,,,, 
950,31-Jan-2024,    ,24002F,NSE-F&O Obligation for 31/01/24,168371.4800000004,0.0,2899300.759999999,Cr,
951,,,,,,,,, 
952,31-Jan-2024,HO  ,24706M,Obligation For: 2324706M [Equities] Trade Date,0.0,1709815.46,4609116.219999999,Cr,
953,,,,30/01/24,,,,,
954,,,,,,,,, 
955,31-Jan-2024,HO  ,24706V,Obligation For: 2324706V [Equities] Trade Date,0.0,588735.34,5197851.559999999,Cr,
956,,,,30/01/24,,,,,
957,,,,,,,,, 
958,01-Feb-2024,    ,24002F,NSE-F&O Obligation for 01/02/24,0.0,119676.87,5317528.429999999,Cr,
959,,,,,,,,, 
960,01-Feb-2024,HO  ,24707M,Obligation For: 2324707M [Equities] Trade Date,810121.34,0.0,4507407.089999999,Cr,
961,,,,31/01/24,,,,,
962,,,,,,,,, 
963,02-Feb-2024,    ,24002F,NSE-F&O Obligation for 02/02/24,0.0,68207.45,4575614.539999999,Cr,
964,,,,,,,,, 
965,02-Feb-2024,HO  ,24708M,Obligation For: 2324708M [Equities] Trade Date,726375.43,0.0,3849239.109999999,Cr,
966,,,,01/02/24,,,,,
967,,,,,,,,, 
968,05-Feb-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,150000.0,3999239.109999999,Cr,
969,,,,Of Client,,,,,
970,,,,,,,,, 
971,05-Feb-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,150000.0,0.0,3849239.109999999,Cr,
972,,,,Of Client,,,,,
973,,,,,,,,, 
974,05-Feb-2024,    ,24002F,NSE-F&O Obligation for 05/02/24,0.0,32510.53,3881749.6399999987,Cr,
975,,,,,,,,, 
976,05-Feb-2024,HO  ,24709M,Obligation For: 2324709M [Equities] Trade Date,271515.55,0.0,3610234.089999999,Cr,
977,,,,02/02/24,,,,,
978,,,,,,,,, 
979,06-Feb-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,0.0,150000.0,3760234.089999999,Cr,
980,,,,Of Client,,,,,
981,,,,,,,,, 
982,06-Feb-2024,HO  ,,Inter Segment Balance Transfer From BSE  To  NFO,150000.0,0.0,3610234.089999999,Cr,
983,,,,Of Client,,,,,
984,,,,,,,,, 
985,06-Feb-2024,    ,24002F,NSE-F&O Obligation for 06/02/24,0.0,8663.44,3618897.529999999,Cr,
986,,,,,,,,, 
987,06-Feb-2024,HO  ,24710M,Obligation For: 2324710M [Equities] Trade Date,272421.18,0.0,3346476.3499999987,Cr,
988,,,,05/02/24,,,,,
989,,,,,,,,, 
990,07-Feb-2024,    ,24002F,NSE-F&O Obligation for 07/02/24,0.0,5388.41,3351864.759999999,Cr,
991,,,,,,,,, 
992,07-Feb-2024,HO  ,24711M,Obligation For: 2324711M [Equities] Trade Date,0.0,95857.22,3447721.979999999,Cr,
993,,,,06/02/24,,,,,
994,,,,,,,,, 
995,08-Feb-2024,    ,24002F,NSE-F&O Obligation for 08/02/24,0.0,98763.4,3546485.379999999,Cr,
996,,,,,,,,, 
997,09-Feb-2024,    ,24002F,NSE-F&O Obligation for 09/02/24,61538.84,0.0,3484946.539999999,Cr,
998,,,,,,,,, 
999,13-Feb-2024,    ,24002F,NSE-F&O Obligation for 12/02/24,0.0,43577.87,3528524.409999999,Cr,
1000,,,,,,,,, 
1001,13-Feb-2024,HO  ,24715M,Obligation For: 2324715M [Equities] Trade Date,0.0,444312.11,3972836.519999999,Cr,
1002,,,,12/02/24,,,,,
1003,,,,,,,,, 
1004,14-Feb-2024,    ,24002F,NSE-F&O Obligation for 13/02/24,48329.83,0.0,3924506.689999999,Cr,
1005,,,,,,,,, 
1006,14-Feb-2024,HO  ,24716M,Obligation For: 2324716M [Equities] Trade Date,0.0,4569.76,3929076.449999999,Cr,
1007,,,,13/02/24,,,,,
1008,,,,,,,,, 
1009,15-Feb-2024,    ,24002F,NSE-F&O Obligation for 14/02/24,19936.68,0.0,3909139.7699999986,Cr,
1010,,,,,,,,, 
1011,16-Feb-2024,    ,24002F,NSE-F&O Obligation for 15/02/24,0.0,106951.23,4016090.9999999986,Cr,
1012,,,,,,,,, 
1013,16-Feb-2024,HO  ,24718M,Obligation For: 2324718M [Equities] Trade Date,0.0,274062.43,4290153.429999999,Cr,
1014,,,,15/02/24,,,,,
1015,,,,,,,,, 
1016,20-Feb-2024,    ,24002F,NSE-F&O Obligation for 16/02/24,0.0,68093.36,4358246.789999999,Cr,
1017,,,,,,,,, 
1018,20-Feb-2024,    ,24002F,NSE-F&O Obligation for 19/02/24,0.0,51371.66,4409618.449999999,Cr,
1019,,,,,,,,, 
1020,20-Feb-2024,HO  ,24719M,Obligation For: 2324719M [Equities] Trade Date,105688.08,0.0,4303930.369999999,Cr,
1021,,,,16/02/24,,,,,
1022,,,,,,,,, 
1023,20-Feb-2024,HO  ,24720M,Obligation For: 2324720M [Equities] Trade Date,857703.27,0.0,3446227.099999999,Cr,
1024,,,,19/02/24,,,,,
1025,,,,,,,,, 
1026,21-Feb-2024,    ,24002F,NSE-F&O Obligation for 20/02/24,0.0,50696.41,3496923.5099999993,Cr,
1027,,,,,,,,, 
1028,21-Feb-2024,HO  ,24721M,Obligation For: 2324721M [Equities] Trade Date,0.0,616.32,3497539.829999999,Cr,
1029,,,,20/02/24,,,,,
1030,,,,,,,,, 
1031,22-Feb-2024,    ,24002F,NSE-F&O Obligation for 21/02/24,557829.2900000004,0.0,2939710.5399999986,Cr,
1032,,,,,,,,, 
1033,23-Feb-2024,    ,24002F,NSE-F&O Obligation for 22/02/24,0.0,100939.72,3040650.259999999,Cr,
1034,,,,,,,,, 
1035,26-Feb-2024,    ,24002F,NSE-F&O Obligation for 23/02/24,0.0,89799.96,3130450.219999999,Cr,
1036,,,,,,,,, 
1037,26-Feb-2024,HO  ,24724M,Obligation For: 2324724M [Equities] Trade Date,0.0,165419.06,3295869.279999999,Cr,
1038,,,,23/02/24,,,,,
1039,,,,,,,,, 
1040,27-Feb-2024,    ,24002F,NSE-F&O Obligation for 26/02/24,0.0,38392.11,3334261.3899999987,Cr,
1041,,,,,,,,, 
1042,28-Feb-2024,    ,24002F,NSE-F&O Obligation for 27/02/24,0.0,30558.29,3364819.679999999,Cr,
1043,,,,,,,,, 
1044,29-Feb-2024,    ,24002F,NSE-F&O Obligation for 28/02/24,619074.84,0.0,2745744.839999999,Cr,
1045,,,,,,,,, 
1046,01-Mar-2024,    ,24002F,NSE-F&O Obligation for 29/02/24,0.0,43051.38,2788796.219999999,Cr,
1047,,,,,,,,, 
1048,04-Mar-2024,    ,24003F,NSE-F&O Obligation for 01/03/24,0.0,47529.58,2836325.799999999,Cr,
1049,,,,,,,,, 
1050,04-Mar-2024,HO  ,24729M,Obligation For: 2324729M [Equities] Trade Date,0.0,563287.4,3399613.199999999,Cr,
1051,,,,01/03/24,,,,,
1052,,,,,,,,, 
1053,05-Mar-2024,    ,24003F,NSE-F&O Obligation for 04/03/24,0.0,54485.35,3454098.549999999,Cr,
1054,,,,,,,,, 
1055,05-Mar-2024,HO  ,24731M,Obligation For: 2324731M [Equities] Trade Date,0.0,98691.07,3552789.6199999987,Cr,
1056,,,,04/03/24,,,,,
1057,,,,,,,,, 
1058,06-Mar-2024,    ,24003F,NSE-F&O Obligation for 05/03/24,0.0,46520.46,3599310.0799999987,Cr,
1059,,,,,,,,, 
1060,06-Mar-2024,HO  ,24732M,Obligation For: 2324732M [Equities] Trade Date,0.0,15018.64,3614328.719999999,Cr,
1061,,,,05/03/24,,,,,
1062,,,,,,,,, 
1063,07-Mar-2024,    ,24003F,NSE-F&O Obligation for 06/03/24,0.0,9965.91,3624294.629999999,Cr,
1064,,,,,,,,, 
1065,07-Mar-2024,HO  ,24733M,Obligation For: 2324733M [Equities] Trade Date,271301.92,0.0,3352992.709999999,Cr,
1066,,,,06/03/24,,,,,
1067,,,,,,,,, 
1068,11-Mar-2024,    ,24003F,NSE-F&O Obligation for 07/03/24,0.0,88307.39,3441300.099999999,Cr,
1069,,,,,,,,, 
1070,11-Mar-2024,HO  ,24734M,Obligation For: 2324734M [Equities] Trade Date,272394.88,0.0,3168905.2199999993,Cr,
1071,,,,07/03/24,,,,,
1072,,,,,,,,, 
1073,13-Mar-2024,    ,24003F,NSE-F&O Obligation for 12/03/24,254177.31,0.0,2914727.909999999,Cr,
1074,,,,,,,,, 
1075,13-Mar-2024,HO  ,24736M,Obligation For: 2324736M [Equities] Trade Date,0.0,175475.57,3090203.479999999,Cr,
1076,,,,12/03/24,,,,,
1077,,,,,,,,, 
1078,14-Mar-2024,    ,24003F,NSE-F&O Obligation for 13/03/24,12290.4,0.0,3077913.079999999,Cr,
1079,,,,,,,,, 
1080,15-Mar-2024,    ,24003F,NSE-F&O Obligation for 14/03/24,0.0,66072.27,3143985.349999999,Cr,
1081,,,,,,,,, 
1082,15-Mar-2024,HO  ,24738M,Obligation For: 2324738M [Equities] Trade Date,0.0,845983.58,3989968.9299999992,Cr,
1083,,,,14/03/24,,,,,
1084,,,,,,,,, 
1085,18-Mar-2024,    ,24003F,NSE-F&O Obligation for 15/03/24,0.0,30105.19,4020074.119999999,Cr,
1086,,,,,,,,, 
1087,18-Mar-2024,HO  ,24739M,Obligation For: 2324739M [Equities] Trade Date,306180.9,0.0,3713893.2199999993,Cr,
1088,,,,15/03/24,,,,,
1089,,,,,,,,, 
1090,19-Mar-2024,    ,24003F,NSE-F&O Obligation for 18/03/24,0.0,36406.36,3750299.579999999,Cr,
1091,,,,,,,,, 
1092,20-Mar-2024,    ,24003F,NSE-F&O Obligation for 19/03/24,0.0,30541.58,3780841.159999999,Cr,
1093,,,,,,,,, 
1094,21-Mar-2024,    ,24003F,NSE-F&O Obligation for 20/03/24,36725.1900000002,0.0,3744115.969999999,Cr,
1095,,,,,,,,, 
1096,21-Mar-2024,HO  ,24742M,Obligation For: 2324742M [Equities] Trade Date,171209.67,0.0,3572906.299999999,Cr,
1097,,,,20/03/24,,,,,
1098,,,,,,,,, 
1099,22-Mar-2024,    ,24003F,NSE-F&O Obligation for 21/03/24,0.0,62754.45,3635660.749999999,Cr,
1100,,,,,,,,, 
1101,22-Mar-2024,HO  ,24743M,Obligation For: 2324743M [Equities] Trade Date,0.0,259266.92,3894927.669999999,Cr,
1102,,,,21/03/24,,,,,
1103,,,,,,,,, 
1104,26-Mar-2024,    ,24003F,NSE-F&O Obligation for 22/03/24,0.0,34775.64,3929703.309999999,Cr,
1105,,,,,,,,, 
1106,26-Mar-2024,HO  ,24744M,Obligation For: 2324744M [Equities] Trade Date,271710.81,0.0,3657992.499999999,Cr,
1107,,,,22/03/24,,,,,
1108,,,,,,,,, 
1109,27-Mar-2024,    ,24003F,NSE-F&O Obligation for 26/03/24,0.0,33193.52,3691186.019999999,Cr,
1110,,,,,,,,, 
1111,27-Mar-2024,HO  ,24745M,Obligation For: 2324745M [Equities] Trade Date,308479.91,0.0,3382706.109999999,Cr,
1112,,,,26/03/24,,,,,
1113,,,,,,,,, 
1114,28-Mar-2024,    ,24003F,NSE-F&O Obligation for 27/03/24,9701.51,0.0,3373004.599999999,Cr,
1115,,,,,,,,, 
1116,,,,,,,,,
1117,,,,Transaction Totals,39536059.30000001,42408927.84999999,,,
1118,,,,Closing Balance,,,3373004.6,Cr,
1119,,,,,,,,,
1120,04-Apr-2022,HO  ,,AXIS BANK LTD-BSE CASH CLIENT A/C       ,0.0,5000000.0,5000000.0,Cr,
1121,,,,Cheque# :RTGS dated 04/04/22,,,,,
1122,,,,RTGS/IDIBR52022040427822329/KEYNOTE FINANCIAL SER,,,,,
1123,,,,,,,,, 
1124,07-Apr-2022,HO  ,23005W,Obligation For: 2223005W [Equities] Trade Date,1209855.9,0.0,3790144.1,Cr,
1125,,,,05/04/22,,,,,
1126,,,,,,,,, 
1127,08-Apr-2022,HO  ,23006W,Obligation For: 2223006W [Equities] Trade Date,982039.92,0.0,2808104.18,Cr,
1128,,,,06/04/22,,,,,
1129,,,,,,,,, 
1130,11-Apr-2022,HO  ,23007W,Obligation For: 2223007W [Equities] Trade Date,444056.03,0.0,2364048.1500000004,Cr,
1131,,,,07/04/22,,,,,
1132,,,,,,,,, 
1133,12-Apr-2022,HO  ,23008W,Obligation For: 2223008W [Equities] Trade Date,457213.48,0.0,1906834.6700000004,Cr,
1134,,,,08/04/22,,,,,
1135,,,,,,,,, 
1136,13-Apr-2022,HO  ,23009W,Obligation For: 2223009W [Equities] Trade Date,157346.05,0.0,1749488.6200000003,Cr,
1137,,,,11/04/22,,,,,
1138,,,,,,,,, 
1139,18-Apr-2022,HO  ,23010W,Obligation For: 2223010W [Equities] Trade Date,324064.57,0.0,1425424.0500000003,Cr,
1140,,,,12/04/22,,,,,
1141,,,,,,,,, 
1142,19-Apr-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,0.0,21348.22,1446772.2700000003,Cr,
1143,,,,NFO,,,,,
1144,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1145,,,,,,,,, 
1146,19-Apr-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,21348.22,0.0,1425424.0500000003,Cr,
1147,,,,NFO,,,,,
1148,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1149,,,,,,,,, 
1150,19-Apr-2022,    ,22004F,NSE-F&O Obligation for 19/04/22,21348.22,0.0,1404075.8300000003,Cr,
1151,,,,,,,,, 
1152,19-Apr-2022,HO  ,23011W,Obligation For: 2223011W [Equities] Trade Date,77323.19,0.0,1326752.6400000004,Cr,
1153,,,,13/04/22,,,,,
1154,,,,,,,,, 
1155,20-Apr-2022,    ,22004F,NSE-F&O Obligation for 20/04/22,0.0,13921.91,1340674.5500000003,Cr,
1156,,,,,,,,, 
1157,20-Apr-2022,HO  ,23012W,Obligation For: 2223012W [Equities] Trade Date,308960.88,0.0,1031713.6700000003,Cr,
1158,,,,18/04/22,,,,,
1159,,,,,,,,, 
1160,21-Apr-2022,    ,22004F,NSE-F&O Obligation for 21/04/22,0.0,4866.41,1036580.0800000003,Cr,
1161,,,,,,,,, 
1162,22-Apr-2022,    ,22004F,NSE-F&O Obligation for 22/04/22,0.0,13309.73,1049889.8100000003,Cr,
1163,,,,,,,,, 
1164,22-Apr-2022,HO  ,23014W,Obligation For: 2223014W [Equities] Trade Date,155306.82,0.0,894582.9900000002,Cr,
1165,,,,20/04/22,,,,,
1166,,,,,,,,, 
1167,25-Apr-2022,    ,22004F,NSE-F&O Obligation for 25/04/22,15894.93,0.0,878688.0600000002,Cr,
1168,,,,,,,,, 
1169,25-Apr-2022,HO  ,23015W,Obligation For: 2223015W [Equities] Trade Date,79339.49,0.0,799348.5700000002,Cr,
1170,,,,21/04/22,,,,,
1171,,,,,,,,, 
1172,25-Apr-2022,HO  ,23015Z,Obligation For: 2223015Z [Equities] Trade Date,74349.1,0.0,724999.4700000002,Cr,
1173,,,,21/04/22,,,,,
1174,,,,,,,,, 
1175,26-Apr-2022,    ,22004F,NSE-F&O Obligation for 26/04/22,0.0,9486.62,734486.0900000002,Cr,
1176,,,,,,,,, 
1177,26-Apr-2022,HO  ,23016W,Obligation For: 2223016W [Equities] Trade Date,146495.72,0.0,587990.3700000002,Cr,
1178,,,,22/04/22,,,,,
1179,,,,,,,,, 
1180,27-Apr-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,0.0,2124.22,590114.5900000002,Cr,
1181,,,,NFO,,,,,
1182,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1183,,,,,,,,, 
1184,27-Apr-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,2124.22,0.0,587990.3700000002,Cr,
1185,,,,NFO,,,,,
1186,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1187,,,,,,,,, 
1188,27-Apr-2022,    ,22004F,NSE-F&O Obligation for 27/04/22,27813.96,0.0,560176.4100000003,Cr,
1189,,,,,,,,, 
1190,27-Apr-2022,HO  ,23017W,Obligation For: 2223017W [Equities] Trade Date,367.3,0.0,559809.1100000002,Cr,
1191,,,,25/04/22,,,,,
1192,,,,,,,,, 
1193,28-Apr-2022,    ,22004F,NSE-F&O Obligation for 28/04/22,0.0,11478.2,571287.3100000002,Cr,
1194,,,,,,,,, 
1195,28-Apr-2022,HO  ,23018W,Obligation For: 2223018W [Equities] Trade Date,80241.39,0.0,491045.92000000016,Cr,
1196,,,,26/04/22,,,,,
1197,,,,,,,,, 
1198,28-Apr-2022,HO  ,23018Z,Obligation For: 2223018Z [Equities] Trade Date,0.0,71693.14,562739.0600000002,Cr,
1199,,,,26/04/22,,,,,
1200,,,,,,,,, 
1201,29-Apr-2022,    ,22005F,NSE-F&O Obligation for 29/04/22,0.0,11636.77,574375.8300000002,Cr,
1202,,,,,,,,, 
1203,29-Apr-2022,HO  ,23019W,Obligation For: 2223019W [Equities] Trade Date,0.0,8299.48,582675.3100000002,Cr,
1204,,,,27/04/22,,,,,
1205,,,,,,,,, 
1206,02-May-2022,    ,22005F,NSE-F&O Obligation for 02/05/22,20433.7,0.0,562241.6100000002,Cr,
1207,,,,,,,,, 
1208,04-May-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,0.0,22066.9,584308.5100000002,Cr,
1209,,,,NFO,,,,,
1210,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1211,,,,,,,,, 
1212,04-May-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,22066.9,0.0,562241.6100000002,Cr,
1213,,,,NFO,,,,,
1214,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1215,,,,,,,,, 
1216,04-May-2022,    ,22005F,NSE-F&O Obligation for 04/05/22,24748.17,0.0,537493.4400000002,Cr,
1217,,,,,,,,, 
1218,04-May-2022,HO  ,23021W,Obligation For: 2223021W [Equities] Trade Date,4118.05,0.0,533375.3900000001,Cr,
1219,,,,29/04/22,,,,,
1220,,,,,,,,, 
1221,05-May-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,0.0,22066.9,555442.2900000002,Cr,
1222,,,,NFO,,,,,
1223,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1224,,,,,,,,, 
1225,05-May-2022,HO  ,,		Inter Segment Balance Transfer From BSE   To,22066.9,0.0,533375.3900000001,Cr,
1226,,,,NFO,,,,,
1227,,,,		Of Client KEYNOTE FINANCIAL SERVICES LTD,,,,,
1228,,,,,,,,, 
1229,05-May-2022,    ,22005F,NSE-F&O Obligation for 05/05/22,0.0,7923.68,541299.0700000002,Cr,
1230,,,,,,,,, 
1231,05-May-2022,HO  ,23022W,Obligation For: 2223022W [Equities] Trade Date,75060.13,0.0,466238.9400000002,Cr,
1232,,,,02/05/22,,,,,
1233,,,,,,,,, 
1234,06-May-2022,    ,22005F,NSE-F&O Obligation for 06/05/22,0.0,15547.27,481786.2100000002,Cr,
1235,,,,,,,,, 
1236,06-May-2022,HO  ,23023W,Obligation For: 2223023W [Equities] Trade Date,0.0,72874.66,554660.8700000002,Cr,
1237,,,,04/05/22,,,,,
1238,,,,,,,,, 
1239,09-May-2022,    ,22005F,NSE-F&O Obligation for 09/05/22,0.0,7888.56,562549.4300000003,Cr,
1240,,,,,,,,, 
1241,09-May-2022,HO  ,23024W,Obligation For: 2223024W [Equities] Trade Date,0.0,144679.85,707229.2800000003,Cr,
1242,,,,05/05/22,,,,,
1243,,,,,,,,, 
1244,10-May-2022,    ,22005F,NSE-F&O Obligation for 10/05/22,0.0,8464.45,715693.7300000002,Cr,
1245,,,,,,,,, 
1246,10-May-2022,HO  ,23025W,Obligation For: 2223025W [Equities] Trade Date,0.0,207846.86,923540.5900000002,Cr,
1247,,,,06/05/22,,,,,
1248,,,,,,,,, 
1249,11-May-2022,    ,22005F,NSE-F&O Obligation for 11/05/22,0.0,6328.1,929868.6900000002,Cr,
1250,,,,,,,,, 
1251,11-May-2022,HO  ,23026W,Obligation For: 2223026W [Equities] Trade Date,0.0,912433.51,1842302.2000000002,Cr,
1252,,,,09/05/22,,,,,
1253,,,,,,,,, 
1254,12-May-2022,    ,22005F,NSE-F&O Obligation for 12/05/22,0.0,5406.26,1847708.4600000002,Cr,
1255,,,,,,,,, 
1256,12-May-2022,HO  ,23027W,Obligation For: 2223027W [Equities] Trade Date,129647.85,0.0,1718060.61,Cr,
1257,,,,10/05/22,,,,,
1258,,,,,,,,, 
1259,13-May-2022,    ,22005F,NSE-F&O Obligation for 13/05/22,0.0,12333.84,1730394.4500000002,Cr,
1260,,,,,,,,, 
1261,13-May-2022,HO  ,23028W,Obligation For: 2223028W [Equities] Trade Date,0.0,499236.41,2229630.8600000003,Cr,
1262,,,,11/05/22,,,,,
1263,,,,,,,,, 
1264,17-May-2022,    ,22005F,NSE-F&O Obligation for 16/05/22,0.0,8421.97,2238052.8300000005,Cr,
1265,,,,,,,,, 
1266,17-May-2022,    ,22005F,NSE-F&O Obligation for 17/05/22,5824.62,0.0,2232228.2100000004,Cr,
1267,,,,,,,,, 
1268,17-May-2022,HO  ,23029W,Obligation For: 2223029W [Equities] Trade Date,366084.77,0.0,1866143.4400000004,Cr,
1269,,,,12/05/22,,,,,
1270,,,,,,,,, 
1271,18-May-2022,    ,22005F,NSE-F&O Obligation for 18/05/22,16926.4,0.0,1849217.0400000005,Cr,
1272,,,,,,,,, 
1273,18-May-2022,HO  ,23030W,Obligation For: 2223030W [Equities] Trade Date,0.0,95091.86,1944308.9000000006,Cr,
1274,,,,13/05/22,,,,,
1275,,,,,,,,, 
1276,18-May-2022,HO  ,23031W,Obligation For: 2223031W [Equities] Trade Date,0.0,571670.7,2515979.6000000006,Cr,
1277,,,,16/05/22,,,,,
1278,,,,,,,,, 
1279,19-May-2022,    ,22005F,NSE-F&O Obligation for 19/05/22,0.0,7380.26,2523359.8600000003,Cr,
1280,,,,,,,,, 
1281,19-May-2022,HO  ,23032W,Obligation For: 2223032W [Equities] Trade Date,86476.72,0.0,2436883.14,Cr,
1282,,,,17/05/22,,,,,
1283,,,,,,,,, 
1284,20-May-2022,    ,22005F,NSE-F&O Obligation for 20/05/22,0.0,13863.12,2450746.2600000002,Cr,
1285,,,,,,,,, 
1286,20-May-2022,HO  ,23033W,Obligation For: 2223033W [Equities] Trade Date,228579.96,0.0,2222166.3000000003,Cr,
1287,,,,18/05/22,,,,,
1288,,,,,,,,, 
1289,23-May-2022,    ,22005F,NSE-F&O Obligation for 23/05/22,20531.03,0.0,2201635.2700000005,Cr,
1290,,,,,,,,, 
1291,23-May-2022,HO  ,23034W,Obligation For: 2223034W [Equities] Trade Date,72055.3,0.0,2129579.9700000007,Cr,
1292,,,,19/05/22,,,,,
1293,,,,,,,,, 
1294,23-May-2022,HO  ,23034Z,Obligation For: 2223034Z [Equities] Trade Date,0.0,59434.08,2189014.0500000007,Cr,
1295,,,,19/05/22,,,,,
1296,,,,,,,,, 
1297,24-May-2022,    ,22005F,NSE-F&O Obligation for 24/05/22,0.0,14330.34,2203344.3900000006,Cr,
1298,,,,,,,,, 
1299,24-May-2022,HO  ,23035W,Obligation For: 2223035W [Equities] Trade Date,2872.8,0.0,2200471.590000001,Cr,
1300,,,,20/05/22,,,,,
1301,,,,,,,,, 
1302,25-May-2022,    ,22005F,NSE-F&O Obligation for 25/05/22,0.0,14532.78,2215004.3700000006,Cr,
1303,,,,,,,,, 
1304,25-May-2022,HO  ,23036W,Obligation For: 2223036W [Equities] Trade Date,97781.56,0.0,2117222.8100000005,Cr,
1305,,,,23/05/22,,,,,
1306,,,,,,,,, 
1307,26-May-2022,    ,22005F,NSE-F&O Obligation for 26/05/22,69081.62,0.0,2048141.1900000004,Cr,
1308,,,,,,,,, 
1309,26-May-2022,HO  ,23037W,Obligation For: 2223037W [Equities] Trade Date,147176.09,0.0,1900965.1000000003,Cr,
1310,,,,24/05/22,,,,,
1311,,,,,,,,, 
1312,27-May-2022,    ,22006F,NSE-F&O Obligation for 27/05/22,0.0,15379.88,1916344.9800000002,Cr,
1313,,,,,,,,, 
1314,30-May-2022,    ,22006F,NSE-F&O Obligation for 30/05/22,0.0,5669.68,1922014.6600000001,Cr,
1315,,,,,,,,, 
1316,30-May-2022,HO  ,23039W,Obligation For: 2223039W [Equities] Trade Date,0.0,140458.35,2062473.0100000002,Cr,
1317,,,,26/05/22,,,,,
1318,,,,,,,,, 
1319,31-May-2022,    ,22006F,NSE-F&O Obligation for 31/05/22,0.0,4763.82,2067236.8300000003,Cr,
1320,,,,,,,,, 
