,accd,accddescr,amtcr,amtdr,branchid,branchname,cheqdt,cheqno,co,idn,narr,p_r,runbal,subcode,subdescr,tt,type,vrdt,vrno,acc_year,date_from,date_to
85,62,CLIENTS,34799.56,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,127619,Obligation For: 2223084W [Equities] Trade Date 28/07/22,blank,811185.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-07-31T18:30:00Z,V223084,2223,01-04-2022,31-03-2023
86,62,CLIENTS,233012.65,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,128889,Obligation For: 2223086W [Equities] Trade Date 01/08/22,blank,1044197.65,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-02T18:30:00Z,V223086,2223,01-04-2022,31-03-2023
87,62,CLIENTS,0.0,263378.56,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,129639,Obligation For: 2223087W [Equities] Trade Date 02/08/22,blank,780819.09,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-03T18:30:00Z,V223087,2223,01-04-2022,31-03-2023
88,62,CLIENTS,0.0,86738.11,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,129751,Obligation For: 2223087Z [Equities] Trade Date 02/08/22,blank,694080.98,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-03T18:30:00Z,V223087,2223,01-04-2022,31-03-2023
89,62,CLIENTS,105292.3,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,130589,Obligation For: 2223088W [Equities] Trade Date 03/08/22,blank,799373.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-04T18:30:00Z,V223088,2223,01-04-2022,31-03-2023
90,62,CLIENTS,34180.47,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,133103,Obligation For: 2223089W [Equities] Trade Date 04/08/22,blank,833553.75,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-07T18:30:00Z,V223089,2223,01-04-2022,31-03-2023
91,62,CLIENTS,230940.66,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,133255,Obligation For: 2223090W [Equities] Trade Date 05/08/22,blank,1064494.41,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-09T18:30:00Z,V223090,2223,01-04-2022,31-03-2023
92,62,CLIENTS,94001.73,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,133453,Obligation For: 2223091W [Equities] Trade Date 08/08/22,blank,1158496.14,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-10T18:30:00Z,V223091,2223,01-04-2022,31-03-2023
93,62,CLIENTS,0.0,29645.67,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,134144,Obligation For: 2223092W [Equities] Trade Date 10/08/22,blank,1128850.47,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-11T18:30:00Z,V223092,2223,01-04-2022,31-03-2023
94,62,CLIENTS,0.0,76500.94,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,143321,Obligation For: 2223093W [Equities] Trade Date 11/08/22,blank,1052349.53,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-16T18:30:00Z,V223093,2223,01-04-2022,31-03-2023
95,62,CLIENTS,0.0,135363.51,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,143523,Obligation For: 2223094W [Equities] Trade Date 12/08/22,blank,916986.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-17T18:30:00Z,V223094,2223,01-04-2022,31-03-2023
96,62,CLIENTS,0.0,175156.51,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,139297,Obligation For: 2223095W [Equities] Trade Date 16/08/22,blank,741829.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-17T18:30:00Z,V223095,2223,01-04-2022,31-03-2023
97,62,CLIENTS,0.0,23547.08,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,139111,Obligation For: 2223096W [Equities] Trade Date 17/08/22,blank,718282.43,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-18T18:30:00Z,V223096,2223,01-04-2022,31-03-2023
98,62,CLIENTS,0.0,490748.92,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,140038,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,227533.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-18T18:30:00Z,IE00011,2223,01-04-2022,31-03-2023
99,62,CLIENTS,0.0,53.08,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,173931,Obligation For: 2022094O [BSE] Trade Date 19/08/22,blank,227480.43,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-21T18:30:00Z,V022094,2223,01-04-2022,31-03-2023
100,62,CLIENTS,0.0,161637.61,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,139932,Obligation For: 2223097W [Equities] Trade Date 18/08/22,blank,65842.82,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-21T18:30:00Z,V223097,2223,01-04-2022,31-03-2023
101,62,CLIENTS,0.0,65848.82,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,140201,Obligation For: 2223098W [Equities] Trade Date 19/08/22,blank,-6.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-22T18:30:00Z,V223098,2223,01-04-2022,31-03-2023
102,62,CLIENTS,8538.68,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,142215,Obligation For: 2223099W [Equities] Trade Date 22/08/22,blank,8532.68,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-23T18:30:00Z,V223099,2223,01-04-2022,31-03-2023
103,62,CLIENTS,141754.2,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,142444,Obligation For: 2223100W [Equities] Trade Date 23/08/22,blank,150286.88,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-24T18:30:00Z,V223100,2223,01-04-2022,31-03-2023
104,62,CLIENTS,0.0,105373.95,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,143137,Obligation For: 2223101W [Equities] Trade Date 24/08/22,blank,44912.93,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-25T18:30:00Z,V223101,2223,01-04-2022,31-03-2023
105,62,CLIENTS,149485.98,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,144070,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,194398.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-25T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
106,62,CLIENTS,0.0,149229.91,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,144139,Obligation For: 2223102W [Equities] Trade Date 25/08/22,blank,45169.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-28T18:30:00Z,V223102,2223,01-04-2022,31-03-2023
107,62,CLIENTS,84823.12,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,144770,Obligation For: 2223103W [Equities] Trade Date 26/08/22,blank,129992.12,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-29T18:30:00Z,V223103,2223,01-04-2022,31-03-2023
108,62,CLIENTS,16215.11,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,144888,Obligation For: 2223103Z [Equities] Trade Date 26/08/22,blank,146207.23,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-29T18:30:00Z,V223103,2223,01-04-2022,31-03-2023
109,62,CLIENTS,21980.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,145461,"		Inter Segment Balance Transfer From NFO   To      
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,168187.68,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
110,62,CLIENTS,0.0,282842.67,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,145475,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,-114654.99,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
111,62,CLIENTS,21980.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,145469,"		Inter Segment Balance Transfer From NFO   To      
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,-92674.54,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
112,62,CLIENTS,136629.44,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,146024,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,43954.9,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-08-29T18:30:00Z,IE00004,2223,01-04-2022,31-03-2023
113,62,CLIENTS,166629.44,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,147244,Obligation For: 2223104W [Equities] Trade Date 29/08/22,blank,210584.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-08-31T18:30:00Z,V223104,2223,01-04-2022,31-03-2023
114,62,CLIENTS,0.0,110034.88,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,146786,Obligation For: 2223105W [Equities] Trade Date 30/08/22,blank,100549.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-01T18:30:00Z,V223105,2223,01-04-2022,31-03-2023
115,62,CLIENTS,0.0,46.44,HO,Branch [HO],1899-12-31T18:30:00Z,blank,1.0,173912,Obligation For: 2022101X [NSE] Trade Date 01/09/22,blank,100503.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-01T18:30:00Z,V022101,2223,01-04-2022,31-03-2023
116,62,CLIENTS,0.0,164096.93,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,149898,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,-63593.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00004,2223,01-04-2022,31-03-2023
117,62,CLIENTS,164096.93,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,151196,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,100503.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00006,2223,01-04-2022,31-03-2023
118,62,CLIENTS,46.44,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,1.0,149642,"		Inter Segment Balance Transfer From NFO   To   NSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,100549.46,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
119,62,CLIENTS,280131.12,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,149650,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,380680.58,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-05T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
120,62,CLIENTS,0.0,380686.58,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,148494,Obligation For: 2223107W [Equities] Trade Date 02/09/22,blank,-6.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-05T18:30:00Z,V223107,2223,01-04-2022,31-03-2023
121,62,CLIENTS,214143.37,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,150916,Obligation For: 2223108W [Equities] Trade Date 05/09/22,blank,214137.37,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-06T18:30:00Z,V223108,2223,01-04-2022,31-03-2023
122,62,CLIENTS,0.0,111170.85,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,151423,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,102966.52,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-06T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
123,62,CLIENTS,0.0,42972.52,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,151277,Obligation For: 2223109W [Equities] Trade Date 06/09/22,blank,59994.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-07T18:30:00Z,V223109,2223,01-04-2022,31-03-2023
124,62,CLIENTS,0.0,74562.53,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,153974,Obligation For: 2223110W [Equities] Trade Date 07/09/22,blank,-14568.53,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-08T18:30:00Z,V223110,2223,01-04-2022,31-03-2023
125,62,CLIENTS,14562.53,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,154118,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,-6.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-09-08T18:30:00Z,IE00001,2223,01-04-2022,31-03-2023
126,62,CLIENTS,48276.25,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,154170,Obligation For: 2223111W [Equities] Trade Date 08/09/22,blank,48270.25,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-11T18:30:00Z,V223111,2223,01-04-2022,31-03-2023
127,62,CLIENTS,0.0,16515.52,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,154884,Obligation For: 2223112W [Equities] Trade Date 09/09/22,blank,31754.73,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-12T18:30:00Z,V223112,2223,01-04-2022,31-03-2023
128,62,CLIENTS,115699.77,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,155266,Obligation For: 2223113W [Equities] Trade Date 12/09/22,blank,147454.5,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-13T18:30:00Z,V223113,2223,01-04-2022,31-03-2023
129,62,CLIENTS,60780.76,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,156051,Obligation For: 2223114W [Equities] Trade Date 13/09/22,blank,208235.26,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-14T18:30:00Z,V223114,2223,01-04-2022,31-03-2023
130,62,CLIENTS,36297.04,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,158563,Obligation For: 2223115W [Equities] Trade Date 14/09/22,blank,244532.3,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-15T18:30:00Z,V223115,2223,01-04-2022,31-03-2023
131,62,CLIENTS,186752.19,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,160814,Obligation For: 2223117W [Equities] Trade Date 16/09/22,blank,431284.49,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-19T18:30:00Z,V223117,2223,01-04-2022,31-03-2023
132,62,CLIENTS,27968.92,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,173989,Obligation For: 2223118W [Equities] Trade Date 19/09/22,blank,459253.41,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-20T18:30:00Z,V223118,2223,01-04-2022,31-03-2023
133,62,CLIENTS,121335.12,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,172329,Obligation For: 2223119W [Equities] Trade Date 20/09/22,blank,580588.53,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-21T18:30:00Z,V223119,2223,01-04-2022,31-03-2023
134,62,CLIENTS,0.0,129326.39,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,167376,Obligation For: 2223120W [Equities] Trade Date 21/09/22,blank,451262.14,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-22T18:30:00Z,V223120,2223,01-04-2022,31-03-2023
135,62,CLIENTS,0.0,91585.39,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,172024,Obligation For: 2223121W [Equities] Trade Date 22/09/22,blank,359676.75,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-25T18:30:00Z,V223121,2223,01-04-2022,31-03-2023
136,62,CLIENTS,0.0,16592.77,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,165049,Obligation For: 2223122W [Equities] Trade Date 23/09/22,blank,343083.98,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-26T18:30:00Z,V223122,2223,01-04-2022,31-03-2023
137,62,CLIENTS,25418.3,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,167194,Obligation For: 2223123W [Equities] Trade Date 26/09/22,blank,368502.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-27T18:30:00Z,V223123,2223,01-04-2022,31-03-2023
138,62,CLIENTS,29978.7,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,168448,Obligation For: 2223124W [Equities] Trade Date 27/09/22,blank,398480.98,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-28T18:30:00Z,V223124,2223,01-04-2022,31-03-2023
139,62,CLIENTS,0.0,32703.14,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,168640,Obligation For: 2223125W [Equities] Trade Date 28/09/22,blank,365777.84,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-09-29T18:30:00Z,V223125,2223,01-04-2022,31-03-2023
140,62,CLIENTS,0.0,20012.9,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,169864,Obligation For: 2223126W [Equities] Trade Date 29/09/22,blank,345764.94,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-02T18:30:00Z,V223126,2223,01-04-2022,31-03-2023
141,62,CLIENTS,53136.5,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,171517,Obligation For: 2223127W [Equities] Trade Date 30/09/22,blank,398901.44,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-03T18:30:00Z,V223127,2223,01-04-2022,31-03-2023
142,62,CLIENTS,0.0,441243.74,HO,Branch [HO],2022-10-06T18:30:00Z,blank,2.0,2893,blank,P,-42342.3,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-10-06T18:30:00Z,P/00091,2223,01-04-2022,31-03-2023
143,62,CLIENTS,82936.33,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,175682,"		Inter Segment Balance Transfer From NFO   To   BSE
		Of Client KEYNOTE FINANCIAL SERVICES LTD",blank,40594.03,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-06T18:30:00Z,IE00033,2223,01-04-2022,31-03-2023
144,62,CLIENTS,0.0,40594.03,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,173781,Obligation For: 2223129W [Equities] Trade Date 04/10/22,blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-06T18:30:00Z,V223129,2223,01-04-2022,31-03-2023
145,62,CLIENTS,174328.27,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,175530,Obligation For: 2223130W [Equities] Trade Date 06/10/22,blank,174328.27,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-09T18:30:00Z,V223130,2223,01-04-2022,31-03-2023
146,62,CLIENTS,0.0,174328.27,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,175880,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-09T18:30:00Z,IE00011,2223,01-04-2022,31-03-2023
147,62,CLIENTS,65284.51,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,177438,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,65284.51,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-11T18:30:00Z,IE00008,2223,01-04-2022,31-03-2023
148,62,CLIENTS,50422.7,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,176279,Obligation For: 2223132W [Equities] Trade Date 10/10/22,blank,115707.21,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-11T18:30:00Z,V223132,2223,01-04-2022,31-03-2023
149,62,CLIENTS,0.0,115707.21,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,177501,Obligation For: 2223133W [Equities] Trade Date 11/10/22,blank,0.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-12T18:30:00Z,V223133,2223,01-04-2022,31-03-2023
150,62,CLIENTS,33929.08,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,179044,Obligation For: 2223134W [Equities] Trade Date 12/10/22,blank,33929.08,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-13T18:30:00Z,V223134,2223,01-04-2022,31-03-2023
151,62,CLIENTS,340000.0,0.0,HO,Branch [HO],2022-10-16T18:30:00Z,RTGS,2.0,3039,blank,R,373929.08,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,BC,C,2022-10-16T18:30:00Z,R/00004,2223,01-04-2022,31-03-2023
152,62,CLIENTS,0.0,200000.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,180710,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,173929.08,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-17T18:30:00Z,IE00003,2223,01-04-2022,31-03-2023
153,62,CLIENTS,0.0,92398.06,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,180199,Obligation For: 2223136W [Equities] Trade Date 14/10/22,blank,81531.02,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-17T18:30:00Z,V223136,2223,01-04-2022,31-03-2023
154,62,CLIENTS,0.0,16722.69,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,181101,Obligation For: 2223137W [Equities] Trade Date 17/10/22,blank,64808.33,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-18T18:30:00Z,V223137,2223,01-04-2022,31-03-2023
155,62,CLIENTS,175552.45,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,181428,Obligation For: 2223138W [Equities] Trade Date 18/10/22,blank,240360.78,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-19T18:30:00Z,V223138,2223,01-04-2022,31-03-2023
156,62,CLIENTS,0.0,66480.69,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,182914,Obligation For: 2223139W [Equities] Trade Date 19/10/22,blank,173880.09,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-20T18:30:00Z,V223139,2223,01-04-2022,31-03-2023
157,62,CLIENTS,0.0,163983.81,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,183938,Obligation For: 2223140W [Equities] Trade Date 20/10/22,blank,9896.28,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-24T18:30:00Z,V223140,2223,01-04-2022,31-03-2023
158,62,CLIENTS,36457.82,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,186891,Obligation For: 2223141W [Equities] Trade Date 21/10/22,blank,46354.1,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-26T18:30:00Z,V223141,2223,01-04-2022,31-03-2023
159,62,CLIENTS,103645.9,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,186252,"Inter Segment Balance Transfer From NFO  To  BSE 
Of Client",blank,150000.0,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-10-27T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
160,62,CLIENTS,76721.91,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,190758,Obligation For: 2223644M [Equities] Trade Date 28/10/22,blank,226721.91,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-30T18:30:00Z,V223644,2223,01-04-2022,31-03-2023
161,62,CLIENTS,140746.79,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,190640,Obligation For: 2223145W [Equities] Trade Date 28/10/22,blank,367468.7,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-10-31T18:30:00Z,V223145,2223,01-04-2022,31-03-2023
162,62,CLIENTS,49228.89,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,193140,Obligation For: 2223647M [Equities] Trade Date 02/11/22,blank,416697.59,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-02T18:30:00Z,V223647,2223,01-04-2022,31-03-2023
163,62,CLIENTS,0.0,164282.35,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,193017,Obligation For: 2223148W [Equities] Trade Date 02/11/22,blank,252415.24,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-03T18:30:00Z,V223148,2223,01-04-2022,31-03-2023
164,62,CLIENTS,0.0,146953.19,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,193562,Obligation For: 2223149W [Equities] Trade Date 03/11/22,blank,105462.05,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-06T18:30:00Z,V223149,2223,01-04-2022,31-03-2023
165,62,CLIENTS,219535.78,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,194268,Obligation For: 2223150W [Equities] Trade Date 04/11/22,blank,324997.83,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-08T18:30:00Z,V223150,2223,01-04-2022,31-03-2023
166,62,CLIENTS,0.0,150000.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,194869,"Inter Segment Balance Transfer From BSE  To  NFO 
Of Client",blank,174997.83,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,IE,J,2022-11-08T18:30:00Z,IE00002,2223,01-04-2022,31-03-2023
167,62,CLIENTS,0.0,15964.49,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,196681,Obligation For: 2223651M [Equities] Trade Date 09/11/22,blank,159033.34,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-09T18:30:00Z,V223651,2223,01-04-2022,31-03-2023
168,62,CLIENTS,19251.35,0.0,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,195093,Obligation For: 2223151W [Equities] Trade Date 07/11/22,blank,178284.69,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-09T18:30:00Z,V223151,2223,01-04-2022,31-03-2023
169,62,CLIENTS,0.0,103359.84,HO,Branch [HO],1899-12-31T18:30:00Z,blank,2.0,196552,Obligation For: 2223152W [Equities] Trade Date 09/11/22,blank,74924.85,CK00000005,KEYNOTE FINANCIAL SERVICES LTD,VL,J,2022-11-10T18:30:00Z,V223152,2223,01-04-2022,31-03-2023
